Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
Subaru,Legacy,2016,Silver,"KSh 2,800,000",Foreign Used,Automatic,105000
Toyota,Vitz,2015,Black,"KSh 1,130,000",Foreign Used,Automatic,130000
Suzuki,Swift,2015,Silver,"KSh 900,000",Foreign Used,Automatic,
Toyota,Axio,2011,White,"KSh 1,099,000",Kenyan Used,Automatic,
Nissan,Elgrand,2014,Black,"KSh 1,900,000",Kenyan Used,Automatic,177000
Toyota,Porte,2009,Silver,"KSh 479,000",Kenyan Used,Automatic,
Isuzu,D-MAX,2018,Gray,"KSh 4,100,000",Kenyan Used,Manual,
Suzuki,Hustler,2016,Green,"KSh 899,000",Foreign Used,Automatic,123000
Mitsubishi,Outlander,2017,White,"KSh 3,200,000",Kenyan Used,Automatic,98000
Subaru,Outback,2017,Silver,"KSh 3,200,000",Foreign Used,Automatic,59000
Toyota,Axio,2016,Silver,"KSh 1,650,000",Foreign Used,Automatic,17904
Toyota,Land,2019,White,"KSh 12,500,000",Foreign Used,Manual,72000
Nissan,Advan,2002,White,"KSh 270,000",Kenyan Used,Automatic,236869
Honda,Fit,2014,White,"KSh 790,000",Kenyan Used,Automatic,
Toyota,Sienta,2015,Blue,"KSh 869,000",Kenyan Used,Automatic,
Nissan,X-Trail,2016,Black,"KSh 1,750,000",Kenyan Used,Automatic,117000
Volkswagen,Passat,2016,White,"KSh 2,250,000",Foreign Used,Automatic,
Toyota,Hilux,2010,Silver,"KSh 2,300,000",Kenyan Used,Automatic,120000
Mitsubishi,Shogun,2006,Silver,"KSh 690,000",Kenyan Used,Manual,854786
Nissan,X-Trail,2015,Blue,"KSh 2,350,000",Kenyan Used,Automatic,
Lexus,NX,2016,Gray,"KSh 5,600,000",Foreign Used,Automatic,
Toyota,Passo,2016,Black,"KSh 900,000",Foreign Used,Automatic,45362
Audi,A3,2016,Black,"KSh 2,300,000",Foreign Used,Automatic,98000
Subaru,Forester,2013,White,"KSh 2,350,000",Kenyan Used,Automatic,
Subaru,Legacy,2016,White,"KSh 2,650,000",Foreign Used,Automatic,74000
Toyota,Corolla,2006,White,"KSh 740,000",Kenyan Used,Automatic,
Subaru,Impreza,2016,Silver,"KSh 1,700,000",Foreign Used,Automatic,70000
Volvo,XC60,2017,Black,"KSh 3,650,000",Foreign Used,Automatic,70000
Nissan,Note,2016,Red,"KSh 1,150,000",Foreign Used,Automatic,
Mercedes-Benz,B-Class,2016,Gray,"KSh 1,850,000",Foreign Used,Automatic,60000
Mitsubishi,Outlander,2016,Red,"KSh 3,200,000",Foreign Used,Automatic,80000
Mitsubishi,Outlander,2016,White,"KSh 3,000,000",Foreign Used,Automatic,70000
Toyota,Noah,2016,Silver,"KSh 2,500,000",Foreign Used,Automatic,80000
Subaru,Forester,2016,Blue,"KSh 3,100,000",Foreign Used,Automatic,78000
Subaru,XV,2015,Orange,"KSh 2,150,000",Foreign Used,Automatic,
Toyota,Alphard,2006,White,"KSh 1,150,000",Kenyan Used,Automatic,119000
Toyota,Corolla,2002,Silver,"KSh 595,000",Kenyan Used,Automatic,146000
Toyota,Vitz,2005,White,"KSh 360,000",Kenyan Used,Automatic,110645
Mazda,CX-5,2015,White,"KSh 2,850,000",Foreign Used,Automatic,115000
Mazda,Axela,2015,Gray,"KSh 1,750,000",Foreign Used,Automatic,
Volkswagen,Passat,2016,White,"KSh 2,250,000",Foreign Used,Automatic,
Subaru,XV,2015,Orange,"KSh 2,150,000",Foreign Used,Automatic,
Mazda,Demio,2016,Red,"KSh 1,350,000",Foreign Used,Automatic,110000
Honda,CR-V,2002,Beige,"KSh 720,000",Kenyan Used,Automatic,
Mazda,Demio,2015,Black,"KSh 1,180,000",Foreign Used,Automatic,115000
Mercedes-Benz,C200,2017,White,"KSh 4,285,000",Foreign Used,Automatic,67822
Toyota,Voxy,2016,White,"KSh 2,400,000",Foreign Used,Automatic,89563
Mitsubishi,Canter,2002,White,"KSh 565,000",Kenyan Used,Manual,165000
Mercedes-Benz,C180,2016,White,"KSh 3,199,999",Foreign Used,Automatic,82121
Nissan,Latio,2016,White,"KSh 1,275,000",Foreign Used,Automatic,
Toyota,Land,2016,Black,"KSh 6,700,000",Foreign Used,Automatic,68911
Toyota,Allion,2017,Red,"KSh 2,499,999",Foreign Used,Automatic,20511
Mazda,Demio,2012,White,"KSh 690,000",Kenyan Used,Automatic,
Toyota,Land,2017,White,"KSh 7,200,000",Foreign Used,Automatic,62831
Toyota,Land,2017,Black,"KSh 7,600,000",Foreign Used,Automatic,107345
Mercedes-Benz,E250,2016,Black,"KSh 4,100,000",Foreign Used,Automatic,40212
Toyota,Voxy,,white,"KSh 2,100,000",Foreign Used,Automatic,
Honda,Civic,2009,White,"KSh 730,000",Kenyan Used,Automatic,
Mazda,CX-3,2016,White,"KSh 2,050,000",Foreign Used,Automatic,52163
Toyota,Premio,2016,White,"KSh 2,100,000",Foreign Used,Automatic,50893
Toyota,Harrier,2017,White,"KSh 3,999,999",Foreign Used,Automatic,65901
Nissan,Lafesta,2016,Red,"KSh 1,250,000",Foreign Used,Automatic,36921
Daihatsu,Mira,2016,Black,"KSh 780,000",Foreign Used,Automatic,134000
Toyota,Corolla,2006,Blue,"KSh 620,000",Kenyan Used,Automatic,150000
Mazda,CX-5,2017,Blue,"KSh 3,350,000",Foreign Used,Automatic,13000
Nissan,Bluebird,1989,Blue,"KSh 200,000",Kenyan Used,Manual,205800
Audi,A1,2016,Pearl,"KSh 1,570,000",Foreign Used,Automatic,102000
Nissan,Note,2010,Silver,"KSh 520,000",Kenyan Used,Automatic,139409
Suzuki,Swift,2015,Blue,"KSh 1,080,000",Foreign Used,Automatic,
Toyota,Sienta,2010,Blue,"KSh 480,000",Kenyan Used,Automatic,523980
Mazda,CX-5,2016,Black,"KSh 2,750,000",Foreign Used,Automatic,56000
Lexus,NX,2016,Gray,"KSh 5,400,000",Foreign Used,Automatic,50000
Nissan,Hardbody,2006,Beige,"KSh 899,000",Kenyan Used,Manual,165000
Volkswagen,Passat,2016,Pearl,"KSh 2,250,000",Foreign Used,Automatic,
Toyota,Harrier,2015,White,"KSh 3,600,000",Foreign Used,Automatic,
Mitsubishi,Outlander,2016,Silver,"KSh 3,100,000",Foreign Used,Automatic,
Mazda,Demio,2016,Red,"KSh 1,275,000",Foreign Used,Automatic,
Toyota,Land,2015,Black,"KSh 4,550,000",Kenyan Used,Automatic,134000
Toyota,Corolla,2016,Pearl,"KSh 1,880,000",Foreign Used,Manual,78563
Toyota,Land,2016,Black,"KSh 12,999,999",Foreign Used,Automatic,38962
Toyota,Premio,2017,Burgundy,"KSh 2,700,000",Foreign Used,Automatic,32210
Toyota,Crown,2011,Black,"KSh 1,180,000",Kenyan Used,Automatic,133500
Mitsubishi,Pajero,2009,Silver,"KSh 1,680,000",Kenyan Used,Automatic,
Volkswagen,Golf,2015,White,"KSh 2,200,000",Foreign Used,Automatic,
Mercedes-Benz,M,2015,Black,"KSh 6,350,000",Foreign Used,Automatic,75000
Subaru,Outback,2017,Gold,"KSh 3,150,000",Foreign Used,Automatic,67309
Mazda,Premacy,2016,Burgundy,"KSh 1,250,000",Foreign Used,Automatic,56321
BMW,X1,2017,Pearl,"KSh 3,100,000",Foreign Used,Automatic,59021
Volkswagen,Tiguan,2017,White,"KSh 3,799,000",Foreign Used,Automatic,65000
Toyota,Harrier,2016,White,"KSh 4,200,000",Foreign Used,Automatic,92000
Toyota,Land,2017,Pearl,"KSh 15,000,000",Foreign Used,Automatic,46276
Mazda,Atenza,2016,Pearl,"KSh 2,060,000",Foreign Used,Automatic,
Toyota,Land,2016,Black,"KSh 10,850,000",Foreign Used,Automatic,61000
Toyota,Land,2014,Black,"KSh 3,900,000",Kenyan Used,Automatic,
Toyota,Premio,2012,Silver,"KSh 1,300,000",Kenyan Used,Automatic,121000
Lexus,LX,2016,Black,"KSh 16,500,000",Foreign Used,Automatic,71000
Mitsubishi,RVR,2015,Blue,"KSh 1,800,000",Kenyan Used,Automatic,121000
Toyota,Harrier,2014,Burgundy,"KSh 2,850,000",Foreign Used,Automatic,121000
Toyota,Land,2006,White,"KSh 2,150,000",Kenyan Used,Automatic,131000
Toyota,Premio,2016,Silver,"KSh 2,100,000",Kenyan Used,Automatic,
Nissan,NP300,2006,Beige,"KSh 8,999,699",Kenyan Used,Manual,180000
Nissan,NP300,2003,Blue,"KSh 699,999",Kenyan Used,Manual,200000
Car,2002,2002,Red,"KSh 500,000",Kenyan Used,Manual,
Nissan,X-Trail,2007,Black,"KSh 790,000",Kenyan Used,Automatic,
Toyota,Auris,2009,Red,"KSh 780,000",Kenyan Used,Automatic,
Toyota,Allion,2016,Silver,"KSh 2,100,000",Foreign Used,Automatic,31000
Toyota,Succeed,2012,Silver,"KSh 680,000",Kenyan Used,Automatic,
Nissan,X-Trail,2010,,"KSh 1,280,000",Kenyan Used,Automatic,
Toyota,Vanguard,2010,White,"KSh 1,830,000",Kenyan Used,Automatic,
Toyota,Premio,2002,Blue,"KSh 380,000",Kenyan Used,Manual,158207
Suzuki,Wagon,1998,White,"KSh 260,000",Kenyan Used,Manual,172085
Nissan,Teana,2011,Silver,"KSh 750,000",Kenyan Used,Automatic,110000
Toyota,Land,2018,Gray,"KSh 8,300,000",Foreign Used,Manual,25000
Nissan,Note,2008,Beige,"KSh 460,000",Kenyan Used,Automatic,
Toyota,Corolla,2016,Red,"KSh 1,480,000",Kenyan Used,Automatic,
Nissan,Elgrand,2012,Black,"KSh 1,580,000",Kenyan Used,Automatic,
Toyota,Premio,2016,White,"KSh 1,750,000",Foreign Used,Automatic,
Land,Rover,2016,Black,"KSh 15,000,000",Foreign Used,Automatic,
Toyota,Succeed,2013,White,"KSh 700,000",Kenyan Used,Automatic,
Isuzu,D-MAX,,white,"KSh 1,290,000",Kenyan Used,Manual,
Toyota,Hilux,2012,Blue,"KSh 2,390,000",Kenyan Used,Automatic,
Subaru,Levorg,2016,Gray,"KSh 1,980,000",Foreign Used,Automatic,
Nissan,Serena,2016,White,"KSh 1,450,000",Foreign Used,Automatic,
Toyota,Land,2007,Silver,"KSh 2,050,000",Kenyan Used,Automatic,140000
Toyota,Mark,2012,Pearl,"KSh 920,000",Kenyan Used,Automatic,
Nissan,Note,2016,Pink,"KSh 1,120,000",Foreign Used,Automatic,
Suzuki,Escudo,2016,Blue,"KSh 2,200,000",Foreign Used,Automatic,
Suzuki,Swift,2015,White,"KSh 950,000",Foreign Used,Automatic,64805
Toyota,Land,2018,White,"KSh 7,499,999",Foreign Used,Automatic,48000
Mazda,Axela,2016,Silver,"KSh 1,900,000",Foreign Used,Automatic,110000
Lexus,NX,2017,Brown,"KSh 4,899,999",Foreign Used,Automatic,65000
Mazda,CX-5,2013,Black,"KSh 1,430,000",Kenyan Used,Automatic,
Toyota,Harrier,2014,Pearl,"KSh 2,600,000",Kenyan Used,Automatic,
Toyota,Hilux,2018,Blue,"KSh 5,900,000",Foreign Used,Automatic,42000
Toyota,Wish,2010,Blue,"KSh 1,000,000",Kenyan Used,Automatic,183115
Toyota,Auris,2009,Pearl,"KSh 800,000",Kenyan Used,Automatic,
Mazda,Axela,2017,Gray,"KSh 2,450,000",Foreign Used,Automatic,65874
Mazda,CX-3,2016,White,"KSh 1,950,000",Foreign Used,Automatic,115000
Volkswagen,Golf,2016,Black,"KSh 2,200,000",Foreign Used,Automatic,44000
Mazda,CX-5,2016,Red,"KSh 2,550,000",Foreign Used,Automatic,
Subaru,Forester,2007,Black,"KSh 1,099,999",Kenyan Used,Automatic,
Mazda,Atenza,2015,Silver,"KSh 2,350,000",Kenyan Used,Automatic,95000
Toyota,Mark,2010,White,"KSh 900,000",Kenyan Used,Automatic,140000
Toyota,Carina,2000,Blue,"KSh 450,000",Kenyan Used,Automatic,
Toyota,Probox,2017,Silver,"KSh 1,200,000",Foreign Used,Automatic,65874
Mazda,Atenza,2016,Gray,"KSh 2,250,000",Foreign Used,Automatic,
Nissan,Tiida,2011,Purple,"KSh 660,000",Kenyan Used,Automatic,125000
Mercedes-Benz,C180,2015,White,"KSh 2,900,000",Foreign Used,Automatic,
Audi,A4,2016,White,"KSh 3,200,000",Foreign Used,Automatic,
Nissan,X-Trail,2008,Silver,"KSh 600,000",Kenyan Used,Automatic,200000
Nissan,Note,2016,White,"KSh 1,000,000",Foreign Used,Automatic,47805
Land,Rover,2016,White,"KSh 14,000,000",Foreign Used,Automatic,55000
Honda,Vezel,2016,Green,"KSh 2,450,000",Foreign Used,Automatic,106560
Isuzu,D-MAX,2021,White,"KSh 2,500,000",Kenyan Used,Automatic,180000
Toyota,Auris,2016,Red,"KSh 1,700,000",Foreign Used,Automatic,47000
Isuzu,D-MAX,2021,Silver,"KSh 2,750,000",Kenyan Used,Automatic,142000
Subaru,Forester,2013,White,"KSh 2,350,000",Kenyan Used,Automatic,124200
Nissan,Serena,2016,Brown,"KSh 1,700,000",Foreign Used,Automatic,
Toyota,Axio,2016,Brown,"KSh 1,650,000",Foreign Used,Automatic,
Toyota,Hilux,2022,White,"KSh 3,750,000",Kenyan Used,Manual,
Nissan,Note,2012,Purple,"KSh 650,000",Kenyan Used,Automatic,150000
Mitsubishi,Mirage,2016,Blue,"KSh 960,000",Foreign Used,Automatic,105000
Mazda,CX-3,2016,Red,"KSh 1,750,000",Foreign Used,Automatic,75680
Toyota,Rush,2016,Burgundy,"KSh 2,250,000",Foreign Used,Automatic,85000
Volkswagen,Polo,2009,Blue,"KSh 695,000",Kenyan Used,Automatic,133000
Isuzu,D-MAX,2022,White,"KSh 2,799,000",Kenyan Used,Manual,
Toyota,Raum,2007,Green,"KSh 600,000",Kenyan Used,Automatic,
Mazda,CX-5,2016,Pearl,"KSh 2,730,000",Foreign Used,Automatic,
Mazda,Axela,2016,Blue,"KSh 1,890,000",Foreign Used,Automatic,56000
Mazda,Axela,2016,Gray,"KSh 1,930,000",Foreign Used,Automatic,99000
Toyota,Probox,2017,Gray,"KSh 950,000",Foreign Used,Automatic,63000
Subaru,Forester,2016,Blue,"KSh 2,800,000",Foreign Used,Automatic,
Nissan,Juke,2014,Black,"KSh 1,250,000",Kenyan Used,Automatic,
Toyota,Land,2017,Black,"KSh 7,200,000",Foreign Used,Automatic,56293
Lexus,LX,2016,Ivory,"KSh 11,500,000",Kenyan Used,Automatic,49000
Toyota,Spade,2016,White,"KSh 1,200,000",Foreign Used,Automatic,
Toyota,Vitz,2015,Black,"KSh 960,000",Foreign Used,Automatic,85000
Toyota,Axio,2015,White,"KSh 1,390,000",Kenyan Used,Automatic,
Toyota,Probox,2017,Silver,"KSh 1,050,000",Foreign Used,Automatic,
Mazda,Atenza,2016,Silver,"KSh 1,980,000",Foreign Used,Automatic,114000
Mazda,Atenza,2016,Brown,"KSh 2,100,000",Foreign Used,Automatic,69000
Toyota,Vitz,2016,Silver,"KSh 1,200,000",Foreign Used,Automatic,
Toyota,Probox,2014,Silver,"KSh 870,000",Kenyan Used,Automatic,
Mercedes-Benz,GLE-Class,2016,Black,"KSh 8,599,999",Foreign Used,Automatic,47000
Mazda,Premacy,2012,Silver,"KSh 1,250,000",Kenyan Used,Automatic,134000
Toyota,Corolla,1998,White,"KSh 350,000",Kenyan Used,Automatic,
Nissan,Sylphy,2014,Blue,"KSh 1,230,000",Kenyan Used,Automatic,98523
Toyota,Hilux,1983,Blue,"KSh 390,000",Kenyan Used,Manual,
Toyota,Premio,2016,Burgundy,"KSh 2,100,000",Foreign Used,Automatic,86000
Toyota,Hilux,2013,White,"KSh 2,200,000",Kenyan Used,Manual,
Mercedes-Benz,E250,2009,White,"KSh 1,450,000",Kenyan Used,Automatic,
Suzuki,Escudo,2003,White,"KSh 320,000",Kenyan Used,Manual,
Toyota,RAV4,2007,Gray,"KSh 700,000",Kenyan Used,Manual,
Toyota,Premio,2010,Silver,"KSh 1,180,000",Kenyan Used,Automatic,142084
Audi,A1,2016,White,"KSh 1,499,999",Foreign Used,Automatic,105000
Honda,CR-V,2016,Silver,"KSh 3,150,000",Foreign Used,Automatic,124856
Toyota,Rush,2015,Blue,"KSh 2,200,000",Foreign Used,Automatic,125000
Toyota,Harrier,2018,Purple,"KSh 3,790,000",Foreign Used,Automatic,90000
Suzuki,Swift,2016,Brown,"KSh 1,100,000",Foreign Used,Automatic,120000
Nissan,March,2010,Black,"KSh 390,000",Foreign Used,Automatic,168541
Subaru,Forester,2013,White,"KSh 2,150,000",Foreign Used,Automatic,124121
Nissan,Note,2013,Black,"KSh 700,000",Kenyan Used,Automatic,173500
Nissan,Juke,2014,Red,"KSh 1,150,000",Kenyan Used,Automatic,
Mitsubishi,Mirage,2013,Red,"KSh 700,000",Kenyan Used,Automatic,190000
Toyota,Premio,2015,White,"KSh 1,950,000",Foreign Used,Automatic,65000
Toyota,Voxy,2010,White,"KSh 1,250,000",Kenyan Used,Automatic,
Mazda,Demio,2015,Red,"KSh 1,100,000",Foreign Used,Automatic,
Toyota,Probox,2009,White,"KSh 590,000",Kenyan Used,Automatic,
Volkswagen,Touareg,2005,Black,"KSh 1,580,000",Kenyan Used,Automatic,179000
Mercedes-Benz,E300,2007,Purple,"KSh 1,600,000",Kenyan Used,Automatic,
Subaru,Forester,2017,Gray,"KSh 3,400,000",Foreign Used,Automatic,70588
Toyota,Corolla,2000,Green,"KSh 420,000",Kenyan Used,Manual,
Toyota,Land,2016,Silver,"KSh 7,500,000",Foreign Used,Automatic,78245
Audi,A1,2016,White,"KSh 1,550,000",Foreign Used,Automatic,
Toyota,Premio,2016,Blue,"KSh 2,200,000",Foreign Used,Automatic,76000
Volkswagen,Tiguan,2017,Silver,"KSh 3,600,000",Foreign Used,Automatic,72000
Subaru,Legacy,2012,White,"KSh 1,400,000",Kenyan Used,Automatic,
Toyota,Fortuner,2016,Black,"KSh 6,500,000",Foreign Used,Automatic,89602
Porsche,Cayenne,2016,White,"KSh 8,000,000",Foreign Used,Automatic,
Toyota,Land,2014,White,"KSh 6,850,000",Kenyan Used,Automatic,
Mazda,Demio,2012,Red,"KSh 540,000",Kenyan Used,Automatic,149370
Mercedes-Benz,C200,2013,White,"KSh 2,299,999",Kenyan Used,Automatic,65000
Toyota,Probox,2016,Silver,"KSh 1,200,000",Foreign Used,Automatic,47759
Toyota,Land,2009,White,"KSh 2,700,000",Kenyan Used,Automatic,126456
Toyota,Harrier,2009,Black,"KSh 1,750,000",Kenyan Used,Automatic,148000
Toyota,Vitz,2016,Silver,"KSh 1,050,000",Foreign Used,Automatic,65874
Toyota,Wish,2015,Black,"KSh 1,450,000",Kenyan Used,Automatic,78546
Toyota,Vanguard,2013,Red,"KSh 1,950,000",Kenyan Used,Automatic,
Nissan,Note,2016,Blue,"KSh 950,000",Foreign Used,Automatic,52846
Toyota,Allion,2009,Pearl,"KSh 980,000",Kenyan Used,Automatic,103424
Suzuki,Spacia,2016,Purple,"KSh 850,000",Foreign Used,Automatic,164000
Nissan,Dayz,2016,Black,"KSh 850,000",Foreign Used,Automatic,122600
Nissan,Caravan,2003,Yellow,"KSh 550,000",Kenyan Used,Automatic,45343
Toyota,Probox,2010,White,"KSh 660,000",Foreign Used,Automatic,136852
Nissan,X-Trail,2005,Black,"KSh 650,000",Kenyan Used,Automatic,
Volkswagen,Golf,2009,Red,"KSh 850,000",Kenyan Used,Automatic,
Suzuki,Swift,2012,Blue,"KSh 740,000",Kenyan Used,Automatic,
Toyota,Corolla,2016,White,"KSh 1,500,000",Kenyan Used,Automatic,
Toyota,Corolla,2007,Blue,"KSh 770,000",Kenyan Used,Automatic,169000
Toyota,Harrier,2018,Black,"KSh 3,830,000",Foreign Used,Automatic,
Ford,Escape,2005,White,"KSh 650,000",Kenyan Used,Automatic,
Toyota,Sienta,2016,Silver,"KSh 1,480,000",Foreign Used,Automatic,
Toyota,Wish,2007,Black,"KSh 690,000",Kenyan Used,Automatic,109975
Mitsubishi,Colt,2011,Silver,"KSh 577,500",Kenyan Used,Automatic,126678
Toyota,Avensis,2006,Gray,"KSh 735,000",Kenyan Used,Manual,149309
Volkswagen,Golf,2006,Blue,"KSh 546,000",Kenyan Used,Manual,176789
Toyota,Hilux,2016,Silver,"KSh 3,255,000",Kenyan Used,Manual,191213
Toyota,Land,2019,Black,"KSh 17,500,000",Foreign Used,Automatic,
Mazda,Demio,2014,Gray,"KSh 750,000",Kenyan Used,Automatic,148000
Toyota,Allion,2008,White,"KSh 936,000",Kenyan Used,Automatic,337096
Honda,Fit,2012,Black,"KSh 682,500",Kenyan Used,Automatic,195258
Subaru,Forester,2013,Red,"KSh 2,080,000",Kenyan Used,Automatic,71599
Volkswagen,Polo,2004,Black,"KSh 420,000",Kenyan Used,Automatic,290002
Toyota,Ractis,2010,Gray,"KSh 630,000",Kenyan Used,Automatic,159744
Toyota,Mark,2010,Silver,"KSh 997,500",Kenyan Used,Automatic,142552
Mitsubishi,Colt,2011,Gray,"KSh 577,500",Kenyan Used,Automatic,154316
Toyota,Sienta,2015,Purple,"KSh 1,050,000",Kenyan Used,Automatic,99931
Hyundai,Sonata,2015,Silver,"KSh 1,785,000",Kenyan Used,Automatic,65568
Nissan,Note,2011,Silver,"KSh 630,000",Foreign Used,Automatic,140436
Toyota,Succeed,2004,Silver,"KSh 472,500",Kenyan Used,Automatic,377457
Nissan,March,2010,Silver,"KSh 493,500",Kenyan Used,Automatic,181634
Mercedes-Benz,E220,2012,Black,"KSh 2,205,000",Kenyan Used,Automatic,155179
Volvo,V60,2014,Black,"KSh 1,669,500",Kenyan Used,Automatic,157819
Subaru,Impreza,2007,Gray,"KSh 630,000",Kenyan Used,Manual,186482
Daihatsu,Mira,2016,White,"KSh 749,000",Foreign Used,Automatic,76000
Toyota,Caldina,2001,Black,"KSh 315,000",Kenyan Used,Automatic,233743
Toyota,Land,2010,White,"KSh 3,250,000",Kenyan Used,Automatic,
Suzuki,Swift,2013,Blue,"KSh 679,000",Kenyan Used,Automatic,
Toyota,Vitz,2016,Blue,"KSh 1,150,000",Foreign Used,Automatic,50000
Honda,Jade,2016,White,"KSh 1,750,000",Foreign Used,Automatic,63258
Land,Rover,2016,Black,"KSh 12,000,000",Foreign Used,Automatic,72000
Nissan,X-Trail,2004,Silver,"KSh 590,000",Kenyan Used,Automatic,134610
Mercedes-Benz,E250,2009,White,"KSh 1,550,000",Kenyan Used,Automatic,114000
Toyota,Spade,2014,Silver,"KSh 884,000",Kenyan Used,Automatic,115663
Isuzu,D-MAX,2016,White,"KSh 1,680,000",Kenyan Used,Manual,83890
Toyota,Harrier,2014,Black,"KSh 3,224,000",Kenyan Used,Automatic,110232
Nissan,March,2011,White,"KSh 420,000",Kenyan Used,Automatic,192457
Nissan,X-Trail,2006,Gray,"KSh 680,000",Kenyan Used,Automatic,296366
Nissan,X-Trail,2006,Silver,"KSh 728,000",Kenyan Used,Automatic,121167
Honda,Fit,2010,Silver,"KSh 577,500",Kenyan Used,Automatic,237263
Toyota,Noah,2009,Blue,"KSh 990,000",Kenyan Used,Automatic,277339
Honda,CR-V,2012,Gray,"KSh 1,837,500",Kenyan Used,Automatic,171747
Toyota,Premio,2007,Silver,"KSh 884,000",Kenyan Used,Automatic,158774
Toyota,Wish,2003,Gray,"KSh 624,000",Kenyan Used,Automatic,163458
Toyota,Noah,2007,Silver,"KSh 682,500",Kenyan Used,Automatic,215650
Nissan,X-Trail,2003,Red,"KSh 592,800",Kenyan Used,Automatic,197432
Toyota,Vitz,2013,Black,"KSh 787,500",Kenyan Used,Automatic,105284
Nissan,Note,2016,Red,"KSh 1,050,000",Kenyan Used,Automatic,51248
Toyota,Allion,2002,Silver,"KSh 655,200",Kenyan Used,Automatic,244313
Toyota,Land,2010,Black,"KSh 4,264,000",Kenyan Used,Automatic,140272
Toyota,Vitz,2006,Silver,"KSh 478,400",Kenyan Used,Automatic,156828
Toyota,Passo,2012,Blue,"KSh 535,500",Kenyan Used,Automatic,167486
Toyota,Passo,2011,White,"KSh 624,000",Kenyan Used,Automatic,193889
Ford,Ranger,2015,Gray,"KSh 4,200,000",Kenyan Used,Automatic,107683
Toyota,Corolla,2013,White,"KSh 1,352,000",Kenyan Used,Automatic,152154
Toyota,Noah,2012,Black,"KSh 1,404,000",Kenyan Used,Automatic,102166
Suzuki,Alto,2015,White,"KSh 682,500",Foreign Used,Automatic,219161
Toyota,Land,2006,White,"KSh 2,500,000",Foreign Used,Automatic,97790
Toyota,Land,2015,White,"KSh 7,500,000",Foreign Used,Automatic,95290
Mazda,6,2002,Gray,"KSh 490,000",Kenyan Used,Manual,
Daihatsu,Move,2016,Black,"KSh 845,250",Kenyan Used,Automatic,43823
Suzuki,Escudo,2006,Silver,"KSh 976,500",Kenyan Used,Automatic,209643
Honda,Fit,2004,Gray,"KSh 451,500",Kenyan Used,Automatic,198096
Nissan,Serena,2009,Black,"KSh 682,500",Kenyan Used,Automatic,321602
Volkswagen,Jetta,2010,Silver,"KSh 735,000",Kenyan Used,Automatic,92457
Nissan,Serena,2016,Brown,"KSh 1,450,000",Foreign Used,Automatic,152487
Toyota,Harrier,2016,Black,"KSh 3,900,000",Foreign Used,Automatic,81427
Toyota,Voxy,2016,Black,"KSh 2,350,000",Foreign Used,Automatic,113458
Nissan,Wingroad,2008,Silver,"KSh 380,000",Kenyan Used,Automatic,
Mercedes-Benz,E300,2007,Brown,"KSh 1,650,000",Kenyan Used,Automatic,
Toyota,Sai,2015,Black,"KSh 1,260,000",Kenyan Used,Automatic,115426
Nissan,Tiida,2007,Silver,"KSh 420,000",Kenyan Used,Automatic,130580
Mitsubishi,Lancer,2003,Silver,"KSh 420,000",Kenyan Used,Manual,129802
Toyota,bB,2014,Purple,"KSh 756,000",Kenyan Used,Automatic,143231
Mercedes-Benz,CLA-Class,2015,White,"KSh 3,465,000",Kenyan Used,Automatic,55379
Toyota,Fortuner,2008,Black,"KSh 1,365,000",Kenyan Used,Automatic,198765
Nissan,Caravan,2006,Silver,"KSh 997,500",Kenyan Used,Automatic,101456
Ford,Ranger,2007,Blue,"KSh 682,500",Kenyan Used,Manual,245464
Volkswagen,Golf,2013,Red,"KSh 1,207,500",Kenyan Used,Automatic,71468
Subaru,Forester,2001,Black,"KSh 365,000",Kenyan Used,Automatic,142523
Subaru,Impreza,1996,White,"KSh 145,000",Kenyan Used,Manual,104252
Land,Rover,2006,Red,"KSh 480,000",Kenyan Used,Automatic,142132
Nissan,Lafesta,2010,Black,"KSh 465,000",Kenyan Used,Automatic,114253
Toyota,Fun,2004,Beige,"KSh 325,000",Kenyan Used,Automatic,114252
Subaru,XV,2015,Orange,"KSh 2,150,000",Foreign Used,Automatic,
Toyota,Vitz,2016,Burgundy,"KSh 1,300,000",Foreign Used,Automatic,30581
Mazda,Demio,2016,Blue,"KSh 1,250,000",Foreign Used,Automatic,27000
Honda,Fit,2016,Blue,"KSh 1,350,000",Foreign Used,Automatic,75423
Volvo,V40,2016,White,"KSh 2,100,000",Foreign Used,Automatic,65324
Subaru,Legacy,2012,Black,"KSh 1,350,000",Kenyan Used,Automatic,145000
Toyota,Vanguard,2009,White,"KSh 1,612,000",Kenyan Used,Automatic,127426
Mazda,Demio,2013,Gray,"KSh 769,600",Kenyan Used,Automatic,137142
Toyota,Land,2008,White,"KSh 2,600,000",Kenyan Used,Automatic,171542
Toyota,ISIS,2012,White,"KSh 861,000",Kenyan Used,Automatic,135100
Mazda,Demio,2009,White,"KSh 556,500",Kenyan Used,Automatic,163724
Nissan,Tiida,2012,Silver,"KSh 630,000",Kenyan Used,Automatic,149802
Toyota,Mark,2012,Silver,"KSh 1,404,000",Kenyan Used,Automatic,97552
Mazda,Demio,2012,White,"KSh 598,500",Kenyan Used,Automatic,227619
Daihatsu,Mira,2015,Black,"KSh 750,000",Foreign Used,Automatic,82000
