,Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
13549,Honda,Fit,2012,Silver,714000,Foreign Used,Automatic,207696.0
13550,BMW,523i,2011,Gray,2625000,Kenyan Used,Automatic,122973.0
13551,Nissan,March,2013,Silver,462000,Kenyan Used,Automatic,133906.0
13552,Nissan,Sunny,nan,white,283500,Kenyan Used,Automatic,199951.0
13553,Toyota,Vitz,2006,White,525000,Foreign Used,Automatic,93007.0
13554,Toyota,Esquire,2016,Black,2400000,Foreign Used,Automatic,77000.0
13555,Honda,Odyssey,2014,White,1750000,Kenyan Used,Automatic,
13556,Nissan,X-Trail,2007,Black,970000,Kenyan Used,Automatic,
13557,Nissan,Note,2016,Blue,980000,Foreign Used,Automatic,97000.0
13558,Nissan,Tiida,2007,Beige,500000,Kenyan Used,Automatic,246488.0
13559,BMW,550i,2012,Blue,3800000,Kenyan Used,Automatic,29000.0
13560,Nissan,Advan,2015,Gray,800000,Foreign Used,Automatic,
13561,Toyota,Land,2017,Black,5200000,Kenyan Used,Automatic,121000.0
13562,Toyota,Allion,2008,White,720000,Foreign Used,Automatic,125463.0
13563,Lexus,RX,2011,White,1900000,Kenyan Used,Automatic,155000.0
13564,Toyota,Corolla,2012,White,1095000,Kenyan Used,Automatic,
13565,Toyota,Wish,2016,White,1800000,Foreign Used,Automatic,
13566,Subaru,Legacy,2013,Black,1550000,Kenyan Used,Automatic,98021.0
13567,Subaru,Outback,2016,Black,3000000,Foreign Used,Automatic,
13568,Mini,Cooper,2012,Blue,1050000,Kenyan Used,Automatic,130000.0
13569,Toyota,Land,2015,White,4700000,Kenyan Used,Automatic,57000.0
13570,Audi,A1,2016,White,1600000,Foreign Used,Automatic,82831.0
13571,Suzuki,Hustler,2016,Beige,900000,Foreign Used,Automatic,61296.0
13572,Toyota,Succeed,2010,White,720000,Kenyan Used,Automatic,193464.0
13573,Mazda,Axela,2016,Blue,2100000,Foreign Used,CVT,152000.0
13574,Nissan,Advan,2014,White,700000,Foreign Used,Automatic,
13575,Mitsubishi,Colt,2010,Blue,500000,Kenyan Used,Automatic,200000.0
13577,Toyota,Raum,2008,Silver,715000,Kenyan Used,Automatic,126000.0
13578,Toyota,Wish,2010,Black,820000,Foreign Used,Automatic,168524.0
13579,Porsche,Cayenne,2016,White,7200000,Foreign Used,Automatic,95000.0
13580,Toyota,Corolla,2012,Pearl,1100000,Kenyan Used,Automatic,121800.0
13581,Land,Rover,2017,Gold,10500000,Kenyan Used,Automatic,63500.0
13582,Mercedes-Benz,Viano,2017,Black,8500000,Kenyan Used,Automatic,70500.0
13583,Suzuki,Wagon,2014,Black,682500,Kenyan Used,Automatic,217522.0
13584,Daihatsu,HIJET,2014,Silver,472500,Kenyan Used,Automatic,332835.0
13585,Nissan,Note,2016,Silver,1175200,Kenyan Used,Automatic,27013.0
13586,Toyota,Alphard,2012,White,1680000,Kenyan Used,Automatic,167912.0
13587,Mercedes-Benz,C200,2011,White,1890000,Kenyan Used,Automatic,107413.0
13588,Subaru,Impreza,2012,Silver,1092000,Kenyan Used,Automatic,119609.0
13589,Honda,Vezel,2014,Black,1995000,Kenyan Used,Automatic,78165.0
13590,Toyota,Probox,2010,White,676000,Kenyan Used,Automatic,345144.0
13591,Toyota,Vitz,2013,Black,780000,Kenyan Used,Automatic,168368.0
13592,Nissan,X-Trail,2007,Red,470000,Kenyan Used,Automatic,
13593,Mazda,Demio,2015,Red,1080000,Kenyan Used,Automatic,125075.0
13594,Audi,Q3,2015,White,3099000,Foreign Used,Automatic,89000.0
13595,Daihatsu,Mira,2015,White,730000,Kenyan Used,Automatic,
13596,Mitsubishi,RVR,2016,White,2350000,Foreign Used,Automatic,
13597,BMW,X1,2016,Brown,2800000,Foreign Used,Automatic,
13598,Volkswagen,Touran,2016,White,2050000,Foreign Used,Automatic,
13599,Peugeot,208,2017,Orange,1350000,Foreign Used,Automatic,
13600,Nissan,Note,2016,White,1350000,Foreign Used,Manual,68637.0
13602,Suzuki,Swift,2012,Silver,670000,Kenyan Used,Automatic,
13603,Toyota,Axio,2014,Pearl,1220000,Kenyan Used,Automatic,82000.0
13604,Suzuki,Escudo,2012,Brown,1600000,Kenyan Used,Automatic,130000.0
13605,Toyota,Allion,2011,Silver,985000,Kenyan Used,Automatic,118000.0
13606,Mercedes-Benz,CLS,2012,White,3480000,Kenyan Used,Automatic,62000.0
13607,Audi,SQ5,2016,White,5350000,Foreign Used,Automatic,50000.0
13608,Audi,Q5,2017,White,4400000,Foreign Used,Automatic,60000.0
13609,Suzuki,Swift,2016,Black,1430000,Foreign Used,Manual,123000.0
13610,Toyota,Auris,2007,Red,850000,Kenyan Used,Automatic,122000.0
13611,Toyota,RAV4,2017,Gray,2699000,Kenyan Used,Manual,51230.0
13612,Toyota,Corolla,2012,White,1099999,Kenyan Used,Automatic,
13613,Toyota,Esquire,2016,Black,2450000,Foreign Used,Automatic,53000.0
13614,Lexus,NX,2017,Black,4900000,Foreign Used,Automatic,
13615,Toyota,Hilux,2012,Black,2600000,Kenyan Used,Automatic,
13616,Toyota,TownAce,2005,Silver,670000,Kenyan Used,Automatic,171000.0
13617,Daihatsu,Mira,2015,White,695000,Kenyan Used,Automatic,
13618,Mitsubishi,Mirage,2016,Brown,1100000,Foreign Used,Automatic,65000.0
13619,Mercedes-Benz,C200,2012,White,2250000,Kenyan Used,Automatic,117000.0
13620,Suzuki,Vitara,2016,Silver,2450000,Foreign Used,Automatic,93000.0
13621,Subaru,Levorg,2016,Blue,2250000,Foreign Used,Automatic,59000.0
13622,Daihatsu,Esse,2011,Silver,399000,Kenyan Used,Automatic,72000.0
13623,Nissan,Commercial,2016,White,2450000,Foreign Used,Automatic,116266.0
13624,Daihatsu,HIJET,2014,Silver,450000,Kenyan Used,Automatic,
13625,Toyota,Vitz,2015,Blue,990000,Kenyan Used,Automatic,96000.0
13626,Lexus,RX,2003,Black,980000,Kenyan Used,Automatic,180000.0
13627,Mazda,CX-5,2017,Red,3250000,Foreign Used,Automatic,81000.0
13628,Honda,Fit,2016,White,1250000,Foreign Used,Automatic,149000.0
13629,Daihatsu,HIJET,2014,Silver,500000,Kenyan Used,Automatic,330000.0
13630,Toyota,Axio,2017,Silver,1650000,Foreign Used,Automatic,120000.0
13631,Volkswagen,Touareg,2005,Black,1350000,Kenyan Used,Automatic,
13632,Nissan,NV200,2016,Silver,1350000,Foreign Used,Automatic,97000.0
13633,Suzuki,Hustler,2016,Green,950000,Foreign Used,Automatic,76000.0
13634,Mercedes-Benz,C200,2012,Silver,2000000,Kenyan Used,Automatic,114000.0
13635,Toyota,Passo,2017,Green,980000,Foreign Used,Automatic,57000.0
13636,Nissan,Note,2017,Pearl,1300000,Foreign Used,Automatic,68000.0
13637,Toyota,Land,2009,Black,2150000,Kenyan Used,Automatic,151000.0
13638,Mazda,Axela,2016,Pink,1900000,Foreign Used,Automatic,89172.0
13639,Volkswagen,Tiguan,2017,Brown,3399999,Foreign Used,Automatic,130000.0
13640,Toyota,Sienta,nan,Black,1600000,Foreign Used,Automatic,101880.0
13641,Honda,CR-V,2016,Black,3600000,Foreign Used,Automatic,57000.0
13642,Toyota,Axio,2014,White,1230000,Kenyan Used,Automatic,
13643,Toyota,Axio,2016,Pearl,1600000,Foreign Used,Automatic,145000.0
13644,Toyota,Land,2011,White,3300000,Kenyan Used,Automatic,64000.0
13645,Suzuki,Alto,2013,White,450000,Kenyan Used,Automatic,235129.0
13646,Toyota,Vitz,2014,Silver,900000,Foreign Used,Automatic,79000.0
13647,Toyota,Passo,2011,White,535000,Kenyan Used,Automatic,
13648,BMW,X3,2016,White,4380000,Foreign Used,Automatic,60000.0
13649,Toyota,Ractis,2008,Gray,620000,Kenyan Used,Automatic,148000.0
13650,Toyota,Vitz,2013,Red,850000,Kenyan Used,Automatic,
13651,Nissan,Note,2015,Silver,980000,Kenyan Used,Automatic,96000.0
13652,Toyota,Corolla,2012,Silver,1100000,Kenyan Used,Automatic,129000.0
13653,Toyota,TownAce,2015,White,750000,Kenyan Used,Automatic,123560.0
13654,Daihatsu,Mira,2015,White,660000,Kenyan Used,Automatic,
13655,Toyota,Noah,2009,Black,850000,Kenyan Used,Automatic,219229.0
13656,Toyota,Noah,2009,Black,930000,Kenyan Used,Automatic,149000.0
13657,Nissan,Hardbody,2011,White,1150000,Kenyan Used,Manual,
13658,Toyota,Corolla,2003,Silver,550000,Kenyan Used,Automatic,
13659,Toyota,Probox,2012,Silver,695000,Kenyan Used,Automatic,165284.0
13660,Honda,Vezel,2016,Pearl,2650000,Foreign Used,Automatic,79000.0
13661,Isuzu,D-MAX,2012,White,1290000,Kenyan Used,Manual,159000.0
13662,Land,Rover,2016,Gray,6480000,Foreign Used,Automatic,
13663,Toyota,Corolla,2016,White,1650000,Foreign Used,Automatic,138000.0
13664,Nissan,Tiida,2010,Black,450000,Kenyan Used,Automatic,130000.0
13665,Toyota,Harrier,2010,White,1820000,Kenyan Used,Automatic,
13666,Honda,Vezel,2016,Black,2600000,Foreign Used,Automatic,85000.0
13667,Toyota,Auris,2014,Silver,1400000,Foreign Used,Automatic,96000.0
13668,Toyota,Axio,2014,White,1250000,Kenyan Used,Automatic,98080.0
13669,Toyota,Land,2016,Black,5200000,Foreign Used,Automatic,106545.0
13670,Nissan,March,2014,Pink,580000,Kenyan Used,Automatic,152000.0
13671,Suzuki,Swift,2017,Silver,1450000,Foreign Used,Automatic,22000.0
13672,Toyota,Allion,2010,Silver,980000,Kenyan Used,Automatic,
13673,Honda,CR-V,2011,Black,1790000,Kenyan Used,Automatic,
13674,Toyota,Land,2016,Ivory,6600000,Foreign Used,Automatic,
13675,Nissan,X-Trail,2014,Black,2100000,Foreign Used,Automatic,87400.0
13676,Toyota,Carib,1999,White,295000,Kenyan Used,Manual,
13677,Toyota,Premio,2017,Red,2600000,Foreign Used,Automatic,22000.0
13678,Mitsubishi,Mirage,2016,Red,900000,Foreign Used,Automatic,79548.0
13679,Nissan,Note,2010,Black,620000,Kenyan Used,Automatic,
13680,Honda,Vezel,2014,Pearl,2190000,Foreign Used,Automatic,83914.0
13681,Toyota,Land,2012,Green,4650000,Kenyan Used,Automatic,
13682,Mitsubishi,Delica,2016,Silver,950000,Foreign Used,Automatic,72400.0
13683,Nissan,Serena,2008,Silver,500000,Kenyan Used,Automatic,300000.0
13684,Toyota,Land,2017,Red,8400000,Foreign Used,Automatic,11000.0
13685,Mercedes-Benz,E240,2007,Blue,1350000,Kenyan Used,Automatic,
13686,Suzuki,Swift,2013,Blue,800000,Kenyan Used,Automatic,
13687,Nissan,Dualis,2010,Black,1010000,Kenyan Used,Automatic,207600.0
13688,Toyota,Corolla,2012,Silver,1100000,Kenyan Used,Automatic,133479.0
13689,Daihatsu,Mira,2016,Silver,680000,Foreign Used,Automatic,82478.0
13690,Toyota,Land,2014,White,4800000,Kenyan Used,Automatic,121000.0
13691,Toyota,Land,2015,Black,5800000,Kenyan Used,Automatic,121000.0
13692,Lexus,NX,2016,Beige,4200000,Kenyan Used,Automatic,121000.0
13693,Toyota,Premio,2016,Silver,2200000,Foreign Used,Automatic,27058.0
13694,Subaru,Forester,2003,Red,755000,Kenyan Used,Automatic,191000.0
13695,Toyota,Wish,2004,Blue,600000,Kenyan Used,Automatic,
13696,Mazda,Axela,2016,Gray,1850000,Foreign Used,Automatic,72154.0
13697,Toyota,Wish,2014,White,1480000,Foreign Used,Automatic,94000.0
13698,Toyota,Voxy,2016,Pearl,2450000,Foreign Used,Automatic,125000.0
13699,Peugeot,208,2017,Blue,1350000,Foreign Used,Automatic,73425.0
13700,Honda,Fit,2008,Silver,550000,Kenyan Used,Automatic,
13701,Toyota,Probox,2014,White,845000,Kenyan Used,Automatic,
13702,Toyota,Passo,2012,Pink,530000,Kenyan Used,Automatic,153000.0
13703,Mazda,Demio,2015,Gray,1100000,Foreign Used,Automatic,152000.0
13704,Nissan,NV200,2011,White,720000,Kenyan Used,Automatic,205490.0
13705,Toyota,Hilux,2019,Black,8000000,Foreign Used,Automatic,
13706,Toyota,Vanguard,2013,Burgundy,1690000,Kenyan Used,Automatic,131000.0
13707,Toyota,Vitz,2016,Black,1300000,Foreign Used,Automatic,
13708,Mazda,Atenza,2014,White,1680000,Foreign Used,Automatic,89500.0
13709,Toyota,Allion,2017,Red,2500000,Foreign Used,Automatic,20000.0
13710,Hyundai,i30,2013,Gray,2300000,Kenyan Used,Automatic,70000.0
13711,Suzuki,Escudo,2015,Black,2120000,Kenyan Used,Automatic,93734.0
13712,Toyota,Axio,2016,Gold,1700000,Foreign Used,Automatic,64354.0
13713,Subaru,Forester,2016,Blue,3200000,Foreign Used,Automatic,78542.0
13714,Toyota,Sienta,2016,Blue,1800000,Foreign Used,Automatic,
13715,Toyota,Allion,2009,Silver,970000,Kenyan Used,Automatic,152000.0
13716,Toyota,Harrier,2017,Red,3900000,Foreign Used,Automatic,74850.0
13717,Mercedes-Benz,200E,2005,Black,1700000,Kenyan Used,Automatic,167000.0
13718,Honda,CR-V,2013,Black,2000000,Kenyan Used,Automatic,76040.0
13719,Toyota,Land,nan,Black,10100000,Foreign Used,Automatic,
13720,Mercedes-Benz,E250,2014,Pearl,3500000,Foreign Used,Automatic,71000.0
13721,Subaru,Legacy,2001,Silver,380000,Kenyan Used,Automatic,244634.0
13722,Renault,Kadjar,2022,Gray,3250000,Foreign Used,Automatic,1600.0
13723,Toyota,Crown,2018,Silver,4800000,Foreign Used,Automatic,43121.0
13724,Nissan,X-Trail,2010,Gray,1150000,Kenyan Used,Automatic,
13725,Mercedes-Benz,E250,2017,Black,4800000,Foreign Used,Automatic,42135.0
13726,Toyota,Harrier,2016,Black,3500000,Foreign Used,Automatic,82000.0
13727,Toyota,Allion,2017,Gray,1980000,Kenyan Used,Automatic,
13728,Toyota,C-HR,2017,White,3700000,Foreign Used,Automatic,42315.0
13729,Nissan,Note,2016,Gray,1045000,Foreign Used,Automatic,75000.0
13730,Nissan,X-Trail,2010,Gray,1180000,Kenyan Used,Automatic,
13731,Mazda,CX-5,2017,Gray,3500000,Foreign Used,Automatic,74000.0
13732,Toyota,Crown,2016,Black,3600000,Foreign Used,Automatic,37862.0
13733,Volkswagen,Passat,2016,White,3400000,Foreign Used,Automatic,62580.0
13734,Mazda,CX-5,2012,White,1680000,Kenyan Used,Automatic,148000.0
13735,Toyota,Land,2014,Black,10000000,Kenyan Used,Automatic,128434.0
13736,Toyota,Land,2014,Pearl,5300000,Foreign Used,Automatic,98000.0
13737,Volkswagen,Golf,2016,Silver,2100000,Foreign Used,Automatic,72458.0
13738,Subaru,Forester,2016,Silver,3050000,Foreign Used,Automatic,44000.0
13739,Subaru,Legacy,2014,Black,1480000,Kenyan Used,Automatic,
13740,Toyota,Mark,2007,Silver,610000,Kenyan Used,Automatic,155093.0
13741,Toyota,Axio,2010,White,820000,Kenyan Used,Automatic,
13742,Toyota,Land,2011,Black,6790000,Kenyan Used,Automatic,146600.0
13743,Subaru,Legacy,2014,Black,1450000,Kenyan Used,Automatic,
13744,Toyota,Vitz,2016,Purple,1200000,Foreign Used,Automatic,72450.0
13745,Toyota,Noah,2016,Black,2450000,Foreign Used,Automatic,82548.0
13746,Subaru,Trezia,2012,Blue,650000,Kenyan Used,Automatic,1050000.0
13747,Toyota,Axio,2016,White,1600000,Foreign Used,Automatic,67824.0
13748,Toyota,Corolla,2016,White,1650000,Foreign Used,Automatic,72148.0
13749,Toyota,Allion,2016,Blue,2350000,Foreign Used,Automatic,62450.0
13750,Ford,Ranger,2016,White,6350000,Foreign Used,Automatic,59800.0
13751,Toyota,Axio,2018,White,1600000,Foreign Used,Automatic,53284.0
13752,Toyota,Passo,2016,Purple,950000,Foreign Used,Automatic,87254.0
13753,Toyota,Corolla,2016,Orange,1850000,Foreign Used,Automatic,75248.0
13754,Toyota,Wish,2011,Silver,1200000,Kenyan Used,Automatic,
13755,Toyota,Passo,2016,Red,980000,Foreign Used,Automatic,75240.0
13756,Toyota,Sienta,2015,Black,1300000,Foreign Used,Automatic,85000.0
13757,Mitsubishi,Pajero,2005,Silver,890000,Kenyan Used,Manual,
13758,Toyota,Corolla,2017,Black,2100000,Foreign Used,Automatic,76325.0
13759,Suzuki,Every,2016,White,860000,Foreign Used,Automatic,
13760,Toyota,TownAce,2013,White,620000,Kenyan Used,Automatic,117232.0
13761,BMW,X3,2013,Blue,1900000,Kenyan Used,Automatic,
13762,Toyota,Harrier,2016,Black,3650000,Foreign Used,Automatic,
13763,Land,Rover,1997,Green,1650000,Kenyan Used,Manual,
13764,Nissan,Wingroad,2009,White,550000,Kenyan Used,Automatic,92134.0
13765,Mazda,CX-5,2017,Red,3400000,Foreign Used,Automatic,
13766,Toyota,Harrier,2016,Blue,4200000,Foreign Used,Automatic,
13767,Mercedes-Benz,C200,2006,Green,930000,Kenyan Used,Automatic,
13768,Toyota,Passo,2012,Silver,420000,Kenyan Used,Automatic,110000.0
13769,Toyota,Land,2015,Blue,6000000,Kenyan Used,Manual,
13770,Toyota,Land,2010,Black,3700000,Kenyan Used,Automatic,
13771,Toyota,Premio,2012,White,1380000,Kenyan Used,Automatic,
13772,Suzuki,Sierra,1994,Orange,250000,Kenyan Used,Manual,
13773,Toyota,Vanguard,2009,Gray,1650000,Kenyan Used,Automatic,115456.0
13774,Toyota,Crown,2016,Burgundy,3500000,Foreign Used,Automatic,76528.0
13775,Toyota,Allion,2016,Silver,2080000,Kenyan Used,Automatic,37284.0
13776,Subaru,Legacy,2012,Silver,1280000,Kenyan Used,Automatic,141000.0
13777,Lexus,LX,nan,Black,13000000,Foreign Used,Automatic,
13778,Subaru,Legacy,2014,Black,1450000,Kenyan Used,Automatic,
13779,Toyota,Ractis,2008,Black,610000,Kenyan Used,Automatic,187000.0
13780,Volkswagen,Tiguan,2017,Brown,3390000,Foreign Used,Automatic,
13781,Nissan,Note,2013,Silver,680000,Kenyan Used,Automatic,139000.0
13782,Toyota,Probox,2008,White,475000,Kenyan Used,Automatic,
13783,Nissan,Serena,2016,Black,1750000,Foreign Used,Automatic,132000.0
13784,Toyota,Vitz,2012,Blue,700000,Kenyan Used,Automatic,
13785,Nissan,Sylphy,2014,White,1170000,Kenyan Used,Automatic,80000.0
13786,Mazda,Atenza,2014,Black,1500000,Kenyan Used,Automatic,
13787,Toyota,Land,2011,Silver,3350000,Kenyan Used,Automatic,
13788,Toyota,Harrier,2016,White,3950000,Foreign Used,CVT,92000.0
13789,Toyota,Land,1997,Gray,2700000,Kenyan Used,Manual,
13790,Subaru,Outback,2015,Gray,2450000,Kenyan Used,Automatic,96000.0
13791,Suzuki,Solio,2016,Silver,950000,Foreign Used,Automatic,71400.0
13792,Toyota,Crown,2016,White,2700000,Foreign Used,Automatic,68755.0
13793,Volkswagen,Passat,2016,Silver,2400000,Foreign Used,Automatic,62580.0
13794,Toyota,Harrier,2016,White,3700000,Foreign Used,Automatic,68254.0
13795,Nissan,Note,2016,Blue,1000000,Foreign Used,Automatic,82450.0
13796,Peugeot,2008,2018,Black,2299999,Foreign Used,Automatic,110000.0
13797,Toyota,Axio,2007,Silver,840000,Kenyan Used,Automatic,
13798,Toyota,Land,2010,Silver,3600000,Kenyan Used,Automatic,
13799,Ford,Fiesta,2016,Blue,1450000,Foreign Used,Automatic,135000.0
13800,Subaru,Forester,2013,Black,1900000,Kenyan Used,CVT,
13801,Honda,Fit,2014,White,985000,Kenyan Used,Automatic,132531.0
13802,Toyota,Land,2009,White,3100000,Kenyan Used,Automatic,
13803,Subaru,XV,2016,Beige,2450000,Foreign Used,Automatic,
13804,Audi,Q5,2016,White,4030000,Foreign Used,Automatic,91000.0
13805,Nissan,X-Trail,2010,Gray,1150000,Kenyan Used,Automatic,
13806,Mercedes-Benz,C200,2006,Green,960000,Kenyan Used,Automatic,127000.0
13807,Toyota,Auris,2011,Black,1050000,Kenyan Used,Automatic,140000.0
13808,Subaru,Impreza,2011,Silver,820000,Kenyan Used,Automatic,121000.0
13809,Nissan,X-Trail,2010,Gray,1150000,Kenyan Used,Automatic,
13810,Toyota,Land,2012,Beige,5700000,Kenyan Used,Manual,160000.0
13811,Subaru,Legacy,2013,Silver,1350000,Kenyan Used,Automatic,95000.0
13812,Land,Rover,1997,Green,1250000,Kenyan Used,Manual,
13814,Mazda,CX-5,2013,Red,1800000,Kenyan Used,Automatic,123088.0
13815,Toyota,Corolla,2007,Black,790000,Kenyan Used,Automatic,130000.0
13816,Ford,Ranger,2015,Orange,3200000,Kenyan Used,Automatic,121000.0
13817,Subaru,Impreza,2016,Blue,1700000,Foreign Used,Automatic,88635.0
13818,Nissan,X-Trail,2006,Blue,700000,Kenyan Used,Automatic,132000.0
13819,Nissan,Lafesta,2012,Gray,999000,Foreign Used,Automatic,116000.0
13820,Toyota,Harrier,2016,Blue,3850000,Foreign Used,Automatic,
13821,Subaru,Outback,2015,White,2600000,Kenyan Used,Automatic,162000.0
13822,Volkswagen,Golf,2011,Black,1850000,Kenyan Used,Automatic,
13823,Toyota,Land,2006,Beige,2450000,Kenyan Used,Manual,162172.0
13824,Toyota,Hilux,2017,Gray,2750000,Foreign Used,Manual,
13825,Toyota,Hilux,2016,White,2800000,Foreign Used,Manual,
13826,Toyota,Harrier,2017,White,3950000,Kenyan Used,Automatic,
13827,Toyota,Probox,2012,White,670000,Kenyan Used,Automatic,
13828,Lexus,RX,2007,Blue,2450000,Kenyan Used,Automatic,
13829,Nissan,Sylphy,2010,White,750000,Kenyan Used,Automatic,
13830,Nissan,Sunny,2000,Black,160000,Kenyan Used,Manual,124852.0
13831,Toyota,Axio,2010,Gray,871000,Kenyan Used,Automatic,122444.0
13832,Toyota,Corolla,2014,Silver,1300000,Foreign Used,Automatic,97000.0
13833,Subaru,Impreza,2016,Red,3299999,Foreign Used,Automatic,85432.0
13834,Toyota,Harrier,2014,Black,3250000,Foreign Used,Automatic,89000.0
13835,Mercedes-Benz,E250,2008,White,1480000,Kenyan Used,Automatic,125085.0
13836,Mazda,CX-5,2014,Red,2200000,Foreign Used,Automatic,96140.0
13837,Subaru,Levorg,2017,Blue,1999999,Foreign Used,Automatic,85125.0
13838,Toyota,Corolla,2015,Black,1500000,Foreign Used,Automatic,79129.0
13839,Mitsubishi,Shogun,2015,Brown,4550000,Foreign Used,Automatic,66000.0
13840,Toyota,Voxy,2010,Black,980000,Kenyan Used,Automatic,135011.0
13841,Toyota,Corolla,2014,White,1320000,Foreign Used,Automatic,99120.0
13842,Audi,A6,2016,Gray,2799999,Foreign Used,Automatic,118286.0
13843,Honda,HR-V,2016,Blue,2890000,Foreign Used,Automatic,36000.0
13844,Mazda,CX-5,2017,Black,3300000,Foreign Used,Automatic,
13845,Toyota,Sienta,2016,Red,1600000,Foreign Used,Automatic,103981.0
13846,Mazda,Demio,2016,Gray,1300000,Foreign Used,Automatic,
13847,Nissan,Note,2016,Gray,1050000,Foreign Used,Automatic,
13848,Nissan,Note,2016,Black,1050000,Foreign Used,Automatic,
13849,Nissan,Note,2016,Brown,1100000,Foreign Used,Automatic,36000.0
13850,Honda,Fit,2014,White,1150000,Foreign Used,Automatic,97000.0
13851,Nissan,Juke,2016,Red,1600000,Foreign Used,Automatic,59371.0
13852,Toyota,Rush,2016,Black,2400000,Foreign Used,Automatic,78000.0
13853,Ford,Everest,nan,Black,6500000,Foreign Used,Automatic,89000.0
13854,Toyota,Harrier,2016,Red,3850000,Foreign Used,Automatic,93000.0
13855,Mini,Mini,2016,Blue,1600000,Foreign Used,Automatic,66829.0
13856,Toyota,Crown,nan,white,3200000,Foreign Used,Automatic,75000.0
13857,BMW,320i,2016,White,3200000,Foreign Used,Automatic,68000.0
13858,Toyota,iQ,2009,White,579000,Kenyan Used,Automatic,
13859,Lexus,LX,2017,Black,15500000,Foreign Used,Automatic,
13860,Toyota,Noah,nan,Black,2500000,Foreign Used,Automatic,
13861,Nissan,Note,2010,Black,555000,Kenyan Used,Automatic,138000.0
13862,Toyota,Mark,2016,Red,2900000,Foreign Used,Automatic,56000.0
13863,Toyota,Corolla,2008,Silver,880000,Kenyan Used,Automatic,149000.0
13864,Toyota,Land,2014,Black,5600000,Foreign Used,Automatic,84609.0
13865,Mazda,Demio,2016,White,1200000,Foreign Used,Automatic,153056.0
13866,Mazda,CX-3,2016,White,2050000,Foreign Used,Automatic,101000.0
13867,Nissan,X-Trail,2010,Red,1250000,Kenyan Used,Automatic,111000.0
13868,Lexus,NX,2017,Gold,6400000,Foreign Used,Automatic,50000.0
